year,month,url
2002,12,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2002/vra_do_mes_2002_12.zip
2001,1,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_01.zip
2001,2,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_02.zip
2001,3,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_03.zip
2001,4,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_04.zip
2001,5,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_05.zip
2001,6,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_06.zip
2001,7,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_07.zip
2001,8,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_08.zip
2001,9,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_09.zip
2001,10,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_10.zip
2001,11,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_11.zip
2001,12,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2001/vra_do_mes_2001_12.zip
2000,1,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_01.zip
2000,2,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_02.zip
2000,3,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_03.zip
2000,4,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_04.zip
2000,5,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_05.zip
2000,6,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_06.zip
2000,7,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_07.zip
2000,8,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_08.zip
2000,9,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_09.zip
2000,10,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_10.zip
2000,11,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_11.zip
2000,12,https://www.anac.gov.br/assuntos/dados-e-estatisticas/base-historica-1/vra/2000/vra_do_mes_2000_12.zip
